time,x,y,z
3.567,-0.02,0.01,0.03
3.568,0.02,-0.01,0.02
3.568,0.03,0.01,0.02
3.572,-0.00,-0.01,0.02
3.586,-0.01,-0.01,0.02
3.588,0.00,0.01,0.01
3.589,-0.01,-0.01,0.00
3.590,-0.01,0.02,0.00
3.620,-0.00,0.01,0.01
3.621,0.01,0.00,0.03
3.622,-0.02,0.02,0.02
3.623,-0.01,-0.00,0.02
3.624,0.01,0.00,0.01
3.625,-0.01,0.02,0.01
3.626,0.01,-0.00,0.01
3.627,-0.00,0.01,0.01
3.642,-0.00,-0.00,0.02
3.643,-0.01,0.00,0.01
3.644,0.00,-0.01,-0.00
3.645,0.02,0.00,0.01
3.647,0.01,0.00,0.01
3.652,0.03,0.00,0.00
3.656,0.02,-0.01,0.01
3.697,0.00,-0.01,-0.00
3.704,-0.01,-0.01,0.01
3.708,0.02,-0.00,0.00
3.710,-0.00,-0.00,-0.00
3.712,0.00,0.01,0.01
3.713,-0.01,-0.01,0.02
3.714,-0.01,0.01,0.01
3.715,0.00,0.00,0.01
3.715,-0.02,0.01,0.01
3.716,-0.02,0.01,0.00
3.717,0.00,0.02,0.02
3.718,-0.01,-0.01,0.01
3.718,-0.01,0.00,0.01
3.719,-0.00,-0.02,0.01
3.732,-0.03,0.01,-0.00
3.733,-0.02,0.01,0.00
3.733,-0.01,-0.00,-0.01
3.736,-0.02,0.01,0.01
3.740,0.02,0.01,-0.00
3.806,-0.01,0.00,0.00
3.810,0.00,-0.01,-0.01
3.811,0.02,0.01,-0.02
3.812,0.02,0.00,-0.00
3.812,0.02,-0.01,0.00
3.813,0.00,0.02,0.01
3.814,0.00,0.01,-0.00
3.814,0.01,0.01,-0.01
3.815,0.00,-0.00,-0.01
3.816,0.02,-0.01,-0.00
3.817,0.00,-0.01,-0.01
3.818,-0.03,0.01,-0.01
3.819,0.01,-0.01,-0.01
3.819,-0.00,0.01,-0.02
3.820,-0.00,0.00,-0.01
3.820,0.02,-0.02,-0.02
3.821,-0.02,0.00,-0.02
3.822,0.01,-0.01,-0.02
3.822,0.01,0.00,-0.02
3.842,0.00,-0.01,-0.02
3.842,-0.00,0.02,-0.02
3.843,0.01,-0.01,-0.03
3.844,-0.01,-0.01,-0.02
3.846,0.02,-0.00,-0.02
3.849,-0.01,0.01,-0.02
3.854,0.00,-0.02,-0.02
3.877,0.01,-0.01,-0.02
3.879,0.00,-0.01,-0.01
3.881,-0.03,0.01,-0.03
3.883,-0.01,-0.02,-0.03
3.885,-0.01,0.02,-0.03
3.888,-0.01,-0.00,-0.02
3.889,-0.01,0.00,-0.02
3.890,0.00,0.01,-0.03
3.912,0.01,0.00,-0.03
3.916,-0.00,0.02,-0.03
3.917,-0.03,-0.00,-0.03
3.917,-0.02,0.01,-0.02
3.918,-0.01,0.01,-0.02
3.921,0.01,0.02,-0.03
3.924,0.00,-0.00,-0.03
3.925,0.01,0.02,-0.02
3.950,0.01,0.01,-0.03
3.953,0.02,0.01,-0.03
3.954,0.00,0.01,-0.02
3.955,0.01,-0.02,-0.02
3.957,-0.02,0.01,-0.03
3.958,0.00,-0.01,-0.03
3.961,0.00,0.01,-0.03
3.961,0.01,-0.00,-0.02
3.987,0.00,-0.01,-0.02
3.988,-0.01,-0.01,-0.03
3.989,0.01,-0.00,-0.04
3.994,-0.01,-0.01,-0.02
3.995,0.02,0.00,-0.02
3.996,-0.00,0.00,-0.02
4.000,0.02,0.01,-0.03
4.001,-0.02,0.00,-0.02
4.003,0.02,-0.01,-0.02
4.005,0.00,0.01,-0.04
4.020,0.01,-0.01,-0.03
4.023,-0.01,-0.00,-0.03
4.023,-0.01,-0.00,-0.01
4.024,0.01,0.00,-0.03
4.068,0.00,-0.01,-0.03
4.069,0.01,0.01,-0.04
4.070,-0.01,-0.01,-0.02
4.071,-0.00,-0.00,-0.03
4.072,-0.01,-0.02,-0.02
4.073,0.01,-0.00,-0.02
4.073,0.00,-0.01,-0.03
4.074,0.00,0.00,-0.02
4.076,0.01,-0.00,-0.04
4.077,0.00,-0.01,-0.02
4.078,-0.01,-0.00,-0.03
4.078,0.01,0.01,-0.03
4.079,0.00,0.01,-0.02
4.101,-0.01,-0.01,-0.02
4.102,-0.02,0.01,-0.02
4.103,-0.01,0.02,-0.03
4.103,0.00,0.01,-0.02
4.104,-0.00,-0.01,-0.03
4.106,0.01,0.01,-0.02
4.111,0.00,0.00,-0.03
4.122,0.01,-0.01,-0.02
4.126,-0.01,-0.02,-0.02
4.127,0.00,0.00,-0.03
4.147,-0.01,-0.01,-0.02
4.148,-0.00,-0.01,-0.02
4.149,0.00,-0.00,-0.02
4.150,0.01,-0.01,-0.02
4.151,-0.01,0.01,-0.02
4.152,0.00,-0.00,-0.02
4.155,-0.00,-0.01,-0.01
4.160,0.01,-0.00,-0.01
4.163,-0.00,-0.01,-0.01
4.168,0.00,0.01,-0.02
4.195,-0.00,0.01,-0.03
4.197,0.01,0.00,-0.01
4.197,0.01,-0.00,-0.01
4.198,-0.02,-0.00,-0.02
4.199,0.01,0.00,-0.02
4.200,0.00,-0.00,-0.03
4.200,-0.02,0.01,-0.02
4.203,0.01,-0.00,-0.02
4.208,-0.01,-0.00,-0.01
4.223,-0.02,-0.00,-0.01
4.226,0.00,0.01,-0.01
4.227,0.00,0.02,-0.02
4.228,-0.01,0.00,-0.02
4.238,0.00,-0.01,-0.01
4.240,0.02,0.00,0.00
4.240,-0.00,0.02,0.00
4.246,0.02,0.01,-0.01
4.275,0.02,-0.00,-0.02
4.277,0.00,-0.02,-0.01
4.278,-0.01,0.00,-0.01
4.279,0.00,-0.01,-0.02
4.280,-0.01,-0.01,0.00
4.281,-0.01,0.00,-0.01
4.282,-0.00,0.00,-0.01
4.282,0.02,-0.02,0.00
4.283,0.01,-0.00,-0.01
4.307,-0.00,0.00,-0.01
4.308,0.01,-0.01,-0.01
4.309,0.01,-0.00,-0.01
4.310,-0.01,-0.00,-0.01
4.311,0.01,-0.01,0.00
4.312,0.02,-0.01,0.00
4.323,-0.02,0.01,-0.01
4.326,0.01,-0.00,0.00
4.326,-0.01,-0.00,-0.00
4.328,0.02,-0.00,-0.01
4.375,0.01,-0.00,-0.01
4.376,0.01,0.01,0.01
4.377,-0.01,0.00,-0.00
4.378,0.01,-0.02,0.00
4.379,0.00,0.01,0.00
4.379,0.00,-0.01,0.00
4.380,0.00,0.00,-0.00
4.381,0.01,-0.01,0.01
4.382,0.01,0.00,0.01
4.382,-0.01,0.01,0.01
4.383,0.01,0.01,-0.01
4.384,-0.01,0.01,0.00
4.393,0.02,0.01,0.01
4.394,0.02,-0.00,0.00
4.396,-0.00,0.01,0.00
4.443,0.00,-0.00,0.01
4.446,-0.01,0.01,-0.01
4.447,0.01,0.00,0.01
4.447,0.01,0.00,0.01
4.449,0.01,0.00,0.01
4.453,0.01,-0.01,0.01
4.453,0.01,-0.01,0.00
4.454,0.00,0.02,-0.01
4.455,0.01,-0.00,-0.01
4.456,-0.02,-0.00,0.00
4.456,0.01,0.01,-0.01
4.457,0.01,0.01,0.00
4.457,0.00,0.00,-0.01
4.458,-0.00,0.00,-0.01
4.494,-0.01,0.00,0.00
4.495,-0.01,-0.00,-0.02
4.495,0.01,0.00,-0.00
4.496,0.01,-0.01,0.01
4.497,0.01,-0.01,-0.01
4.498,0.01,0.00,-0.00
4.499,-0.00,0.00,-0.00
4.500,-0.01,-0.00,0.00
4.501,0.00,-0.01,-0.01
4.501,0.01,0.01,-0.00
4.511,0.00,-0.02,0.01
4.512,-0.00,-0.01,0.00
4.513,0.00,-0.01,-0.00
4.562,-0.00,-0.01,-0.00
4.567,-0.00,0.01,0.00
4.567,-0.01,-0.02,0.01
4.568,0.01,0.00,-0.01
4.569,0.01,0.01,0.01
4.569,0.00,0.01,0.01
4.570,0.01,-0.01,0.00
4.571,-0.01,0.01,0.01
4.571,0.01,-0.02,-0.01
4.572,-0.01,0.02,0.01
4.572,-0.01,0.01,-0.01
4.573,0.01,-0.01,0.00
4.574,-0.01,-0.02,-0.00
4.628,0.01,0.00,0.01
4.630,0.00,-0.02,0.01
4.631,0.00,0.00,0.01
4.634,0.01,-0.01,0.01
4.638,0.00,-0.01,0.00
4.643,-0.00,0.01,-0.00
4.649,0.01,-0.02,0.01
4.652,0.00,-0.01,-0.00
4.655,-0.01,-0.00,-0.00
4.656,0.01,-0.01,0.01
4.657,-0.00,0.01,0.00
4.657,0.01,-0.00,0.01
4.658,0.00,0.02,0.01
4.659,0.00,-0.01,-0.00
4.660,-0.00,0.01,0.02
4.660,0.01,0.00,0.01
4.661,0.01,-0.00,0.00
4.662,-0.02,0.02,-0.00
4.664,0.00,-0.00,0.00
4.666,-0.01,0.01,0.00
4.667,0.01,0.00,-0.00
4.667,0.03,0.00,0.00
4.681,-0.00,0.01,0.01
4.682,-0.02,0.00,-0.01
4.683,-0.00,0.01,-0.01
4.721,0.01,-0.01,-0.00
4.722,0.01,-0.00,0.00
4.723,-0.01,-0.01,0.00
4.726,-0.00,0.01,-0.01
4.727,0.02,-0.02,0.00
4.728,0.01,0.01,-0.01
4.731,-0.00,-0.00,-0.01
4.733,0.00,0.00,0.00
4.734,0.01,-0.01,0.01
4.735,0.03,0.00,-0.00
4.735,-0.01,-0.01,0.00
4.736,-0.01,-0.00,-0.00
4.782,0.01,-0.00,-0.00
4.786,0.01,0.02,0.00
4.786,0.00,-0.00,-0.01
4.787,0.01,0.00,0.00
4.788,-0.00,0.00,-0.00
4.789,-0.00,0.00,-0.01
4.789,-0.01,-0.01,0.01
4.790,-0.00,0.00,-0.00
4.791,-0.00,0.01,-0.00
4.792,-0.02,0.02,0.00
4.792,0.01,0.00,0.01
4.793,0.02,-0.00,-0.01
4.794,-0.00,-0.02,-0.00
4.817,0.01,-0.00,-0.00
4.818,-0.01,0.02,-0.01
4.819,-0.02,-0.01,-0.01
4.820,0.01,0.00,-0.00
4.821,-0.00,-0.00,0.00
4.821,-0.01,0.00,-0.00
4.824,-0.00,0.01,0.00
4.866,0.00,-0.01,-0.01
4.867,0.02,0.00,-0.00
4.868,0.00,-0.00,-0.01
4.869,0.03,0.00,-0.01
4.870,0.00,-0.01,-0.01
4.871,0.03,-0.00,0.00
4.871,0.00,0.01,-0.00
4.872,-0.00,0.01,0.00
4.884,-0.01,-0.00,-0.01
4.887,-0.01,-0.02,-0.00
4.888,-0.02,0.02,-0.01
4.889,0.03,-0.01,0.00
4.889,-0.00,-0.01,-0.00
4.890,-0.01,0.00,-0.01
4.891,-0.01,0.00,0.00
4.907,0.01,-0.00,-0.01
4.907,-0.02,-0.01,-0.01
4.908,0.00,-0.00,-0.00
4.909,-0.04,0.00,0.00
4.911,-0.01,0.01,0.01
4.916,-0.03,-0.00,-0.00
4.956,-0.01,-0.02,0.00
4.956,-0.01,-0.01,0.00
4.957,0.00,-0.01,0.00
4.958,-0.00,-0.00,-0.00
4.958,0.00,-0.01,-0.01
4.959,0.01,0.00,-0.01
4.960,0.03,0.00,-0.00
4.960,0.01,0.01,-0.01
4.961,0.00,0.00,0.00
4.961,0.00,0.01,-0.01
4.964,0.00,-0.01,-0.01
4.998,-0.01,-0.01,-0.02
5.002,-0.00,0.01,0.01
5.003,-0.01,-0.01,-0.01
5.003,0.01,-0.01,0.01
5.004,0.02,0.00,0.01
5.005,-0.00,-0.00,-0.01
5.006,-0.01,0.00,0.01
5.006,-0.00,0.01,-0.01
5.007,0.01,-0.01,-0.00
5.008,0.00,0.00,0.01
5.048,0.01,-0.01,-0.00
5.049,-0.00,0.01,-0.01
5.050,-0.00,0.00,0.00
5.051,-0.01,-0.00,-0.00
5.052,0.01,0.00,0.01
5.056,-0.03,-0.01,-0.01
5.058,0.01,-0.00,0.01
5.060,-0.03,0.01,0.01
5.061,0.00,-0.02,0.00
5.063,-0.02,0.01,0.01
5.064,-0.01,-0.01,0.02
5.066,-0.01,-0.01,0.02
5.067,0.00,-0.01,0.03
5.087,-0.03,0.00,0.02
5.089,0.00,-0.01,0.02
5.091,-0.01,0.01,0.01
5.092,-0.01,-0.01,0.04
5.093,-0.03,0.02,0.04
5.094,0.02,0.01,0.03
5.098,-0.00,0.01,0.03
5.102,0.03,0.01,0.03
5.136,-0.01,0.00,0.04
5.137,0.02,0.01,0.04
5.138,0.00,-0.01,0.05
5.139,0.01,-0.01,0.05
5.140,0.00,0.01,0.05
5.141,-0.01,0.02,0.03
5.142,-0.02,0.01,0.05
5.143,-0.02,0.02,0.04
5.144,0.01,0.01,0.05
5.145,0.03,0.01,0.06
5.154,0.01,0.01,0.05
5.155,-0.02,0.00,0.05
5.158,0.01,-0.01,0.06
5.163,0.01,0.01,0.06
5.169,0.02,0.00,0.05
5.188,-0.01,0.01,0.07
5.190,0.00,-0.00,0.07
5.190,-0.01,0.01,0.06
5.191,-0.02,0.00,0.06
5.193,0.01,0.00,0.07
5.194,-0.01,-0.00,0.10
5.201,-0.02,0.01,0.06
5.208,0.00,-0.00,0.07
5.209,-0.00,0.00,0.07
5.241,0.00,-0.01,0.09
5.242,-0.00,0.00,0.10
5.243,0.02,-0.01,0.07
5.244,0.01,0.00,0.09
5.245,0.02,-0.02,0.10
5.246,0.00,-0.02,0.09
5.247,0.01,0.00,0.10
5.248,0.00,-0.01,0.11
5.248,-0.01,-0.00,0.09
5.251,0.02,-0.00,0.10
5.270,0.03,0.01,0.10
5.271,0.02,-0.02,0.11
5.272,0.02,-0.01,0.11
5.273,-0.00,-0.01,0.10
5.275,-0.00,-0.00,0.12
5.278,0.01,0.01,0.10
5.283,-0.01,-0.01,0.11
5.305,0.00,-0.00,0.12
5.308,-0.01,0.01,0.11
5.309,-0.00,-0.01,0.12
5.310,-0.01,-0.00,0.11
5.313,-0.00,0.02,0.10
5.314,-0.01,-0.00,0.12
5.315,-0.00,0.02,0.13
5.318,0.02,-0.00,0.12
5.344,-0.02,0.00,0.13
5.345,0.01,-0.00,0.11
5.345,-0.01,-0.00,0.13
5.346,0.02,0.01,0.14
5.347,-0.01,0.02,0.13
5.348,-0.00,0.00,0.14
5.389,-0.01,0.01,0.13
5.390,0.01,-0.00,0.13
5.391,0.00,0.00,0.14
5.392,-0.01,0.00,0.14
5.393,-0.01,0.01,0.16
5.394,0.02,-0.02,0.14
5.395,-0.00,0.01,0.13
5.395,0.01,0.00,0.14
5.396,-0.01,0.00,0.14
5.397,0.02,-0.00,0.16
5.398,-0.01,0.01,0.15
5.399,0.02,0.01,0.16
5.401,-0.01,-0.00,0.16
5.430,-0.00,-0.01,0.16
5.432,0.02,0.02,0.16
5.433,0.01,-0.01,0.17
5.434,0.01,0.00,0.16
5.434,0.00,-0.00,0.17
5.435,0.00,-0.01,0.17
5.436,0.00,0.00,0.17
5.438,-0.00,-0.01,0.17
5.448,0.01,0.01,0.17
5.449,-0.01,-0.00,0.17
5.450,0.01,0.01,0.18
5.455,-0.03,0.01,0.18
5.487,0.02,0.00,0.17
5.488,-0.01,0.01,0.17
5.489,0.00,-0.01,0.20
5.490,0.01,0.01,0.19
5.491,-0.02,0.01,0.19
5.492,-0.02,0.01,0.21
5.493,-0.02,0.00,0.19
5.528,0.01,0.01,0.19
5.529,-0.01,0.01,0.19
5.531,0.00,-0.01,0.21
5.533,0.01,0.01,0.19
5.534,-0.02,0.02,0.22
5.534,0.01,0.01,0.20
5.535,0.03,-0.00,0.21
5.538,0.01,0.01,0.20
5.539,0.01,0.01,0.19
5.540,0.00,0.01,0.21
5.540,0.02,-0.00,0.21
5.541,-0.01,-0.01,0.21
5.575,0.01,0.03,0.21
5.576,-0.01,-0.01,0.23
5.577,0.01,0.00,0.21
5.577,-0.01,0.01,0.23
5.578,0.02,0.00,0.23
5.579,-0.02,0.01,0.22
5.579,0.02,0.00,0.23
5.580,0.01,-0.01,0.23
5.581,-0.01,0.01,0.23
5.584,0.04,-0.00,0.22
5.588,-0.01,0.02,0.23
5.628,-0.00,-0.02,0.24
5.629,-0.01,-0.01,0.24
5.632,0.01,-0.01,0.24
5.635,0.00,0.01,0.24
5.635,0.01,-0.00,0.24
5.636,-0.00,0.00,0.24
5.637,0.03,-0.01,0.24
5.637,-0.01,0.01,0.23
5.638,-0.01,0.01,0.23
5.639,-0.01,-0.00,0.25
5.640,0.02,-0.02,0.26
5.641,0.01,0.01,0.26
5.653,-0.01,0.01,0.26
5.668,0.00,-0.00,0.25
5.669,-0.00,0.00,0.27
5.669,-0.01,0.00,0.28
5.670,-0.03,0.01,0.25
5.671,0.00,0.01,0.26
5.671,-0.00,0.01,0.26
5.700,-0.00,0.00,0.26
5.701,0.02,0.00,0.26
5.702,0.01,0.00,0.27
5.704,0.02,0.00,0.29
5.706,0.01,-0.00,0.27
5.707,0.01,0.01,0.27
5.707,-0.01,-0.02,0.26
5.733,0.00,-0.00,0.26
5.737,0.02,-0.01,0.28
5.738,-0.03,0.01,0.30
5.739,-0.01,0.02,0.28
5.740,-0.01,0.01,0.29
5.742,0.01,0.01,0.30
5.743,-0.01,-0.01,0.29
5.744,0.01,0.00,0.30
5.746,-0.02,-0.01,0.29
5.751,0.02,-0.01,0.30
5.752,0.01,0.01,0.29
5.780,0.02,-0.00,0.31
5.781,-0.02,-0.01,0.29
5.782,-0.00,0.01,0.30
5.782,0.01,0.01,0.31
5.783,-0.01,-0.00,0.30
5.784,-0.00,0.02,0.32
5.785,-0.00,0.01,0.30
5.786,0.01,-0.02,0.31
5.791,0.01,0.01,0.32
5.816,-0.03,0.01,0.32
5.817,-0.00,-0.00,0.32
5.817,-0.04,0.03,0.31
5.818,0.01,0.03,0.32
5.819,0.01,-0.01,0.32
5.819,0.00,0.01,0.32
5.822,0.01,-0.00,0.32
5.837,0.01,-0.00,0.32
5.840,-0.00,0.01,0.33
5.841,0.01,0.00,0.35
5.842,0.02,-0.00,0.33
5.884,-0.00,0.01,0.33
5.885,-0.02,0.01,0.34
5.886,-0.00,0.01,0.34
5.887,-0.01,0.01,0.35
5.888,0.02,0.02,0.34
5.889,0.02,0.01,0.34
5.890,0.01,0.01,0.34
5.891,0.00,-0.01,0.35
5.892,0.02,0.00,0.34
5.893,0.02,0.01,0.35
5.894,0.02,-0.01,0.34
5.894,0.01,0.00,0.34
5.922,0.01,0.01,0.36
5.923,0.00,-0.00,0.37
5.925,-0.01,0.01,0.36
5.926,0.00,0.01,0.36
5.928,-0.01,0.02,0.36
5.929,-0.00,0.00,0.35
5.930,-0.01,-0.01,0.36
5.932,-0.01,-0.01,0.36
5.933,0.01,0.00,0.37
5.955,-0.02,-0.01,0.37
5.959,0.01,0.01,0.37
5.960,-0.01,-0.01,0.39
5.961,0.01,0.01,0.37
5.963,0.01,-0.01,0.38
5.964,0.01,-0.01,0.38
5.965,-0.01,0.01,0.40
6.000,0.01,0.01,0.38
6.003,0.00,0.01,0.37
6.005,0.00,-0.00,0.39
6.007,-0.00,0.01,0.39
6.009,-0.01,-0.02,0.40
6.010,0.00,0.02,0.39
6.012,0.01,-0.00,0.39
6.013,0.01,-0.01,0.41
6.013,-0.01,0.01,0.40
6.014,-0.02,-0.01,0.40
6.015,0.02,0.01,0.40
6.035,-0.01,0.00,0.41
6.036,-0.00,0.01,0.41
6.036,-0.00,0.01,0.39
6.038,0.00,-0.01,0.41
6.039,0.00,-0.01,0.41
6.040,-0.01,0.02,0.41
6.042,-0.00,-0.01,0.41
6.059,0.01,0.01,0.42
6.062,-0.00,0.00,0.41
6.063,0.03,-0.01,0.43
6.064,-0.01,-0.00,0.40
6.065,-0.00,0.02,0.41
6.095,-0.00,0.01,0.42
6.096,0.01,0.00,0.43
6.097,0.01,0.02,0.42
6.098,-0.00,0.01,0.43
6.099,-0.01,0.02,0.44
6.100,-0.02,-0.01,0.44
6.100,0.01,0.01,0.43
6.101,0.02,0.00,0.43
6.105,-0.00,-0.01,0.45
6.110,0.01,-0.00,0.43
6.124,0.01,-0.01,0.45
6.125,0.02,-0.00,0.45
6.126,-0.01,-0.00,0.45
6.155,0.00,-0.00,0.44
6.156,-0.05,0.01,0.45
6.156,0.03,-0.00,0.45
6.157,0.01,-0.00,0.44
6.157,0.02,0.01,0.47
6.160,0.02,-0.01,0.46
6.163,-0.00,-0.01,0.45
6.164,-0.01,-0.01,0.46
6.165,0.03,-0.01,0.47
6.180,0.01,-0.01,0.46
6.181,0.00,0.00,0.45
6.181,0.01,0.02,0.47
6.182,0.01,0.00,0.47
6.184,0.01,0.01,0.49
6.191,0.01,0.00,0.46
6.193,0.02,-0.02,0.47
6.230,-0.01,0.02,0.46
6.233,0.00,0.00,0.47
6.234,0.02,-0.01,0.50
6.235,0.00,0.02,0.47
6.236,0.02,0.01,0.48
6.237,0.02,-0.01,0.49
6.238,-0.01,0.00,0.48
6.239,-0.00,0.02,0.48
6.240,-0.00,0.01,0.49
6.241,-0.02,0.02,0.49
6.242,-0.01,0.00,0.48
6.266,0.01,0.01,0.49
6.269,0.00,0.01,0.49
6.270,-0.00,-0.00,0.50
6.271,0.01,-0.00,0.50
6.271,-0.00,0.00,0.51
6.272,-0.01,0.03,0.51
6.273,-0.00,0.01,0.50
6.278,0.01,0.00,0.51
6.295,-0.03,0.00,0.52
6.299,0.03,0.02,0.51
6.303,0.03,-0.01,0.51
6.306,0.01,-0.01,0.51
6.311,0.01,-0.01,0.52
6.315,0.01,-0.01,0.52
6.319,-0.01,0.00,0.52
6.324,-0.02,0.01,0.51
6.329,0.02,0.01,0.52
6.331,0.00,0.00,0.53
6.332,-0.00,0.00,0.53
6.333,0.01,0.01,0.53
6.351,0.03,-0.01,0.54
6.352,0.03,0.01,0.54
6.353,-0.00,0.02,0.53
6.354,0.00,0.00,0.52
6.357,-0.02,0.01,0.53
6.359,0.02,0.02,0.54
6.362,0.01,0.02,0.53
6.401,0.01,0.01,0.54
6.406,0.00,0.01,0.54
6.407,0.02,-0.00,0.53
6.409,0.02,-0.00,0.54
6.410,0.02,0.00,0.54
6.411,0.01,-0.01,0.55
6.415,-0.02,0.01,0.55
6.416,0.01,0.01,0.56
6.417,0.00,-0.01,0.56
6.420,-0.01,0.01,0.57
6.422,0.01,0.01,0.57
6.423,0.02,-0.01,0.56
6.424,0.00,0.01,0.56
6.426,-0.00,-0.01,0.57
6.428,-0.00,0.01,0.56
6.446,-0.01,0.01,0.58
6.446,-0.02,0.01,0.57
6.447,-0.01,-0.01,0.57
6.448,0.03,-0.01,0.58
6.449,-0.00,-0.00,0.57
6.454,0.01,0.00,0.58
6.458,0.00,0.02,0.57
6.462,-0.02,0.02,0.59
6.517,0.01,0.01,0.58
6.521,0.00,0.01,0.58
6.522,0.02,0.02,0.59
6.522,0.02,0.00,0.59
6.523,0.01,0.01,0.58
6.523,0.01,0.00,0.58
6.524,0.01,0.00,0.59
6.525,0.01,0.00,0.60
6.525,0.01,0.01,0.60
6.526,0.00,0.00,0.60
6.526,0.00,0.01,0.60
6.527,0.01,0.00,0.61
6.528,0.01,-0.02,0.61
6.528,-0.02,0.01,0.60
6.531,0.00,0.01,0.61
6.554,0.00,-0.01,0.62
6.555,0.01,-0.00,0.61
6.556,0.01,-0.00,0.62
6.557,0.01,0.00,0.61
6.557,0.01,0.00,0.62
6.558,0.01,-0.00,0.62
6.560,-0.00,-0.00,0.63
6.575,-0.00,0.01,0.62
6.576,0.02,-0.01,0.62
6.577,0.01,0.02,0.63
6.578,0.01,-0.01,0.63
6.612,-0.00,0.00,0.64
6.614,0.03,0.00,0.64
6.615,-0.00,0.00,0.63
6.618,0.00,0.00,0.63
6.626,0.02,0.01,0.64
6.627,0.01,0.01,0.64
6.627,0.01,0.01,0.64
6.628,-0.01,0.01,0.63
6.629,0.00,-0.01,0.66
6.629,-0.00,0.02,0.65
6.630,-0.01,-0.00,0.64
6.641,0.00,0.01,0.66
6.642,-0.02,-0.00,0.65
6.643,-0.01,0.00,0.64
6.644,0.01,0.01,0.66
6.651,0.01,-0.01,0.67
6.653,0.01,0.01,0.65
6.657,-0.00,0.01,0.66
6.662,0.00,0.01,0.66
6.675,0.02,0.01,0.66
6.676,0.01,-0.01,0.66
6.677,-0.00,0.01,0.68
6.680,0.01,0.02,0.66
6.710,0.03,-0.01,0.68
6.712,-0.00,-0.00,0.68
6.714,-0.01,0.01,0.68
6.715,0.00,0.01,0.67
6.716,-0.00,0.01,0.68
6.719,0.00,0.01,0.68
6.721,0.02,0.01,0.69
6.721,-0.01,0.04,0.69
6.722,-0.01,0.01,0.68
6.723,0.01,0.01,0.68
6.737,0.01,0.00,0.69
6.740,0.01,-0.00,0.69
6.741,0.00,-0.01,0.69
6.742,-0.02,-0.00,0.70
6.746,-0.01,0.01,0.70
6.759,-0.03,0.02,0.70
6.761,0.01,0.01,0.69
6.764,0.01,0.01,0.70
6.766,-0.01,0.00,0.70
6.768,-0.00,0.01,0.70
6.786,0.00,0.01,0.71
6.787,0.03,-0.01,0.70
6.789,0.02,-0.00,0.72
6.791,0.01,-0.00,0.71
6.792,0.02,0.01,0.71
6.794,0.00,0.00,0.71
6.799,0.00,0.01,0.73
6.818,0.00,0.00,0.73
6.819,0.01,0.00,0.72
6.820,0.01,0.01,0.72
6.821,0.00,0.00,0.72
6.822,-0.01,0.01,0.72
6.825,0.01,0.02,0.73
6.829,0.02,0.02,0.73
6.835,-0.00,0.01,0.74
6.844,-0.00,0.00,0.75
6.848,0.01,0.00,0.74
6.849,0.02,0.00,0.74
6.862,-0.00,0.02,0.74
6.863,-0.00,0.01,0.74
6.863,0.01,0.02,0.73
6.865,-0.02,-0.00,0.74
6.888,-0.01,0.00,0.74
6.891,0.01,0.01,0.76
6.895,-0.03,0.01,0.74
6.900,0.02,0.00,0.76
6.900,0.02,0.01,0.75
6.901,-0.01,-0.00,0.75
6.902,0.02,-0.01,0.76
6.902,0.01,0.03,0.76
6.917,0.00,-0.01,0.75
6.922,-0.02,0.01,0.76
6.923,-0.01,-0.00,0.75
6.924,0.02,-0.00,0.76
6.925,0.03,0.01,0.77
6.948,0.02,0.01,0.78
6.953,0.00,0.01,0.77
6.954,0.01,0.01,0.77
6.954,0.00,0.01,0.77
6.955,0.01,0.00,0.77
6.956,0.02,0.02,0.78
6.956,-0.00,0.02,0.78
6.968,-0.00,0.01,0.78
6.969,0.01,0.00,0.78
6.969,0.00,0.02,0.79
6.971,0.00,0.02,0.78
6.976,-0.00,0.01,0.78
6.981,0.01,-0.01,0.80
6.985,-0.04,0.01,0.79
6.996,0.01,0.02,0.78
6.997,0.02,0.01,0.79
6.998,0.01,-0.00,0.79
7.011,-0.01,-0.00,0.80
7.012,0.00,0.01,0.78
7.013,0.00,0.00,0.81
7.015,-0.00,-0.00,0.79
7.039,-0.02,0.01,0.81
7.042,0.01,0.00,0.81
7.043,-0.01,0.00,0.82
7.046,0.00,0.02,0.80
7.050,0.00,0.01,0.82
7.054,0.01,0.02,0.81
7.055,0.01,0.01,0.81
7.056,-0.01,0.02,0.84
7.056,-0.02,0.01,0.82
7.063,-0.00,0.00,0.81
7.063,-0.01,0.00,0.82
7.068,0.02,0.01,0.83
7.074,0.01,0.01,0.83
7.077,0.04,0.00,0.83
7.081,0.00,0.02,0.82
7.096,0.01,0.01,0.83
7.097,0.00,0.01,0.83
7.103,0.01,0.00,0.82
7.105,0.02,0.00,0.84
7.107,0.01,0.01,0.84
7.113,0.01,0.00,0.86
7.116,0.01,0.01,0.84
7.117,-0.01,0.00,0.83
7.124,0.02,-0.00,0.84
7.126,0.00,0.00,0.83
7.132,-0.02,0.01,0.84
7.152,0.02,-0.01,0.84
7.156,0.00,0.02,0.86
7.156,0.01,-0.00,0.84
7.157,-0.01,0.01,0.85
7.158,-0.00,0.01,0.87
7.159,0.00,0.02,0.85
7.177,0.01,0.00,0.85
7.178,-0.00,0.01,0.87
7.179,0.02,0.00,0.87
7.180,0.02,0.00,0.86
