time,x,y,z
7.181,-0.01,0.01,0.86
7.183,0.01,0.01,0.86
7.198,0.01,-0.00,0.88
7.199,0.00,0.03,0.87
7.200,0.02,0.02,0.87
7.202,0.00,0.01,0.87
7.230,-0.00,0.03,0.88
7.231,-0.01,0.02,0.88
7.231,0.01,0.01,0.88
7.232,0.02,0.01,0.90
7.233,-0.00,0.00,0.90
7.234,0.01,0.00,0.89
7.235,0.00,0.02,0.91
7.236,0.00,-0.00,0.88
7.249,0.01,0.01,0.89
7.251,0.03,0.02,0.91
7.252,0.02,-0.01,0.89
7.255,0.01,0.01,0.90
7.282,0.04,0.02,0.89
7.283,0.01,0.01,0.90
7.283,0.00,0.00,0.91
7.284,0.01,-0.00,0.91
7.285,0.03,0.00,0.90
7.286,0.03,-0.01,0.90
7.287,0.01,0.01,0.92
7.297,0.01,0.03,0.92
7.299,0.01,0.01,0.91
7.299,0.01,0.01,0.91
7.303,0.02,0.01,0.92
7.350,0.04,0.00,0.93
7.351,0.00,0.01,0.93
7.352,0.03,0.00,0.92
7.353,0.01,-0.00,0.93
7.356,0.02,0.00,0.92
7.357,-0.01,0.01,0.92
7.357,0.00,-0.00,0.93
7.358,-0.01,0.02,0.94
7.359,0.02,0.00,0.94
7.359,0.01,-0.01,0.93
7.360,0.01,0.03,0.92
7.361,0.01,0.00,0.93
7.362,-0.01,0.02,0.93
7.409,-0.02,0.00,0.92
7.410,-0.00,0.01,0.95
7.411,0.00,0.01,0.94
7.411,0.01,0.01,0.95
7.412,0.00,0.01,0.95
7.413,0.00,-0.02,0.96
7.413,0.02,0.01,0.96
7.414,0.01,-0.01,0.96
7.415,-0.02,0.01,0.95
7.415,0.01,0.00,0.95
7.416,0.03,0.00,0.95
7.416,0.00,0.01,0.97
7.417,0.01,0.00,0.96
7.432,0.02,-0.00,0.97
7.433,-0.01,0.01,0.96
7.434,0.02,0.00,0.97
7.436,-0.00,0.00,0.97
7.476,0.01,0.02,0.98
7.481,-0.01,0.02,0.96
7.482,0.02,0.03,0.97
7.482,-0.02,0.03,0.97
7.483,0.01,0.01,0.96
7.484,0.00,0.01,0.98
7.487,0.00,0.01,0.99
7.488,-0.01,0.01,0.98
7.489,0.01,0.04,0.97
7.491,0.01,0.02,0.99
7.492,0.04,0.02,1.01
7.493,-0.00,0.01,0.99
7.494,0.02,0.01,0.99
7.520,-0.00,0.01,0.98
7.521,0.01,0.03,0.99
7.522,0.00,0.02,1.00
7.523,0.01,-0.00,1.01
7.527,0.01,0.01,1.01
7.527,0.01,0.03,1.00
7.529,0.03,0.01,1.01
7.530,0.02,0.01,1.00
7.557,0.05,0.01,1.01
7.558,-0.01,-0.01,1.01
7.559,0.01,0.02,1.02
7.559,-0.01,0.01,1.01
7.560,0.04,0.01,1.01
7.561,0.02,-0.00,1.03
7.562,0.01,-0.02,1.03
7.564,0.01,-0.01,1.02
7.568,0.01,0.01,1.02
7.572,0.00,0.01,1.02
7.584,0.00,-0.01,1.04
7.588,0.02,-0.01,1.04
7.589,0.03,0.00,1.03
7.590,0.01,0.00,1.03
7.621,-0.00,0.00,1.03
7.622,0.01,-0.01,1.03
7.623,0.01,-0.01,1.05
7.624,-0.00,0.01,1.04
7.624,-0.00,0.01,1.02
7.625,0.01,-0.00,1.05
7.626,-0.02,0.01,1.03
7.627,-0.00,0.01,1.05
7.675,-0.03,0.04,1.05
7.676,-0.02,0.02,1.05
7.678,-0.01,0.01,1.04
7.679,-0.00,0.00,1.04
7.680,-0.02,0.01,1.05
7.680,-0.00,0.01,1.06
7.681,0.00,0.01,1.06
7.682,0.02,0.03,1.06
7.683,-0.01,0.02,1.06
7.685,0.01,0.03,1.06
7.688,0.03,0.04,1.07
7.689,0.02,0.02,1.07
7.690,-0.01,0.03,1.06
7.691,-0.01,0.01,1.07
7.692,0.02,0.02,1.06
7.702,-0.01,0.02,1.06
7.703,0.01,0.01,1.08
7.705,-0.00,-0.01,1.08
7.716,-0.01,0.00,1.09
7.717,0.02,-0.01,1.08
7.722,0.03,0.00,1.08
7.723,-0.01,-0.00,1.08
7.770,0.01,-0.00,1.08
7.773,0.00,0.00,1.09
7.774,0.02,0.02,1.10
7.775,-0.00,0.01,1.11
7.776,0.03,-0.00,1.08
7.777,0.02,-0.01,1.10
7.777,-0.01,-0.01,1.10
7.779,0.03,0.01,1.10
7.780,0.01,0.01,1.10
7.781,0.02,0.01,1.10
7.782,0.03,-0.00,1.11
7.782,0.02,0.01,1.11
7.783,0.00,0.01,1.11
7.785,0.01,0.00,1.10
7.811,0.03,0.01,1.11
7.811,-0.00,0.01,1.12
7.812,0.03,0.00,1.13
7.813,0.01,0.01,1.12
7.813,0.03,0.00,1.12
7.814,0.01,0.01,1.12
7.815,-0.01,0.00,1.11
7.820,0.01,0.02,1.12
7.834,0.03,0.00,1.12
7.835,-0.02,0.00,1.12
7.836,0.01,0.00,1.13
7.837,-0.03,0.01,1.12
7.879,-0.00,0.02,1.14
7.880,-0.01,0.01,1.13
7.881,-0.00,0.02,1.14
7.881,-0.01,0.02,1.14
7.885,0.01,0.01,1.13
7.890,-0.01,0.03,1.14
7.891,-0.01,0.02,1.13
7.892,0.00,0.03,1.15
7.893,0.01,0.01,1.16
7.893,-0.02,0.01,1.15
7.895,0.00,0.01,1.13
7.895,0.00,-0.00,1.15
7.896,-0.01,0.00,1.14
7.930,0.03,0.01,1.16
7.931,0.01,0.02,1.15
7.932,0.01,-0.01,1.15
7.933,0.02,0.00,1.15
7.934,0.03,-0.02,1.18
7.935,0.02,-0.00,1.16
7.936,0.02,-0.00,1.17
7.936,0.01,-0.00,1.17
7.937,0.02,-0.01,1.16
7.940,0.02,-0.01,1.18
7.970,0.00,0.02,1.16
7.971,0.02,0.02,1.18
7.972,0.01,0.02,1.17
7.976,0.01,0.02,1.18
7.977,0.02,0.01,1.18
7.977,0.01,0.03,1.18
7.978,0.01,0.02,1.18
7.979,0.03,0.03,1.18
7.979,0.02,0.02,1.19
7.990,0.03,0.02,1.18
7.993,0.01,0.01,1.18
7.994,0.02,0.01,1.19
8.022,0.02,0.04,1.18
8.023,0.05,0.02,1.19
8.025,0.03,0.02,1.20
8.026,0.02,0.01,1.20
8.027,-0.00,0.00,1.20
8.027,-0.01,0.01,1.21
8.028,0.01,0.00,1.21
8.029,0.02,0.00,1.21
8.062,-0.00,-0.01,1.21
8.063,-0.01,-0.00,1.21
8.064,-0.02,0.01,1.20
8.065,-0.00,-0.00,1.22
8.066,-0.01,0.01,1.22
8.067,-0.00,0.00,1.21
8.067,-0.00,0.01,1.20
8.068,-0.02,0.00,1.22
8.069,-0.00,0.03,1.22
8.075,-0.00,0.02,1.21
8.099,-0.01,0.03,1.22
8.101,-0.00,-0.00,1.22
8.102,-0.01,0.02,1.23
8.103,0.01,0.02,1.24
8.103,-0.02,0.00,1.23
8.104,-0.00,0.00,1.23
8.105,-0.01,0.00,1.23
8.108,-0.01,-0.00,1.23
8.120,-0.01,0.01,1.23
8.122,0.02,0.01,1.24
8.123,0.00,0.01,1.24
8.125,0.02,0.02,1.25
8.155,0.02,0.01,1.25
8.156,0.04,0.00,1.24
8.156,0.02,0.01,1.24
8.157,0.02,0.02,1.26
8.159,-0.01,0.02,1.25
8.160,0.03,0.00,1.25
8.161,0.01,0.01,1.25
8.161,0.03,0.02,1.27
8.185,0.00,-0.01,1.26
8.186,0.04,-0.02,1.26
8.186,0.02,0.01,1.26
8.187,0.01,0.02,1.26
8.188,0.03,0.01,1.26
8.189,0.02,-0.00,1.25
8.191,0.02,0.00,1.27
8.206,0.02,0.00,1.27
8.209,0.02,0.00,1.25
8.213,0.00,0.01,1.28
8.214,-0.00,0.02,1.28
8.215,0.03,0.02,1.28
8.239,0.02,-0.01,1.28
8.243,0.00,0.02,1.28
8.243,0.03,0.01,1.29
8.246,-0.00,0.02,1.28
8.249,0.01,0.01,1.29
8.252,0.03,0.00,1.29
8.256,0.01,0.00,1.29
8.259,-0.01,0.02,1.29
8.263,0.01,-0.01,1.28
8.265,0.01,0.02,1.30
8.266,0.02,0.00,1.31
8.267,0.01,0.00,1.28
8.274,0.01,0.01,1.30
8.276,0.01,0.00,1.29
8.291,0.01,0.01,1.30
8.293,0.01,0.01,1.32
8.294,0.01,-0.00,1.30
8.295,0.03,0.00,1.31
8.332,-0.00,0.02,1.30
8.336,0.02,0.01,1.31
8.336,0.01,0.01,1.33
8.337,0.02,0.01,1.31
8.338,0.02,0.01,1.33
8.339,0.01,-0.00,1.33
8.339,0.02,-0.00,1.31
8.340,0.02,0.00,1.33
8.341,0.01,0.01,1.32
8.341,0.02,-0.00,1.33
8.342,0.02,0.02,1.33
8.356,-0.01,-0.00,1.34
8.358,-0.01,0.02,1.34
8.359,0.03,0.02,1.34
8.360,-0.01,0.01,1.33
8.392,0.02,0.01,1.33
8.393,0.01,0.01,1.34
8.394,0.01,0.01,1.34
8.395,0.01,0.02,1.34
8.396,0.01,0.02,1.33
8.397,0.04,0.00,1.35
8.397,0.01,0.03,1.35
8.398,-0.01,0.01,1.35
8.408,0.04,0.00,1.35
8.409,-0.01,0.02,1.35
8.409,-0.00,0.02,1.37
8.427,0.00,0.01,1.35
8.428,0.02,0.02,1.36
8.428,0.01,0.03,1.36
8.429,0.02,0.04,1.36
8.469,-0.02,0.01,1.36
8.471,-0.00,0.02,1.35
8.474,0.02,0.02,1.36
8.474,0.00,0.00,1.37
8.475,0.01,0.04,1.38
8.476,0.01,0.01,1.38
8.476,0.01,0.02,1.37
8.477,0.00,0.04,1.38
8.478,0.03,0.02,1.37
8.479,0.00,0.02,1.37
8.479,0.01,0.01,1.39
8.481,0.02,0.03,1.38
8.495,0.01,0.00,1.38
8.496,0.02,0.02,1.39
8.497,-0.00,0.02,1.38
8.497,-0.01,0.02,1.39
8.509,0.04,0.01,1.39
8.510,0.02,0.00,1.40
8.511,0.03,0.03,1.38
8.555,0.03,0.02,1.40
8.556,0.03,0.01,1.40
8.556,-0.01,-0.00,1.39
8.557,0.01,0.02,1.40
8.558,-0.00,0.02,1.41
8.559,0.05,0.03,1.40
8.560,0.02,0.02,1.39
8.561,-0.00,0.01,1.40
8.561,0.00,0.04,1.41
8.562,0.02,0.02,1.41
8.563,0.03,0.03,1.41
8.604,0.02,0.01,1.42
8.607,0.01,0.01,1.42
8.608,0.01,0.01,1.41
8.608,0.02,-0.00,1.42
8.609,-0.01,0.00,1.44
8.609,0.03,0.01,1.42
8.610,0.00,0.00,1.42
8.611,0.00,0.01,1.43
8.611,0.01,0.01,1.42
8.612,0.00,0.03,1.43
8.613,0.01,0.02,1.43
8.614,0.01,0.00,1.44
8.624,0.01,0.00,1.44
8.625,0.04,0.00,1.44
8.627,0.01,0.01,1.44
8.630,0.01,0.00,1.44
8.663,-0.00,0.01,1.44
8.664,-0.00,0.03,1.44
8.665,0.01,-0.00,1.45
8.666,0.02,0.00,1.44
8.667,0.01,-0.01,1.46
8.668,0.01,0.01,1.46
8.669,-0.01,0.01,1.44
8.669,0.02,0.01,1.46
8.670,0.00,0.03,1.46
8.694,0.00,0.00,1.47
8.695,0.01,0.01,1.46
8.696,0.01,-0.00,1.45
8.697,0.01,0.00,1.46
8.698,0.01,-0.00,1.48
8.698,0.02,0.00,1.47
8.699,0.03,0.03,1.48
8.716,0.01,0.02,1.46
8.722,-0.01,0.01,1.48
8.723,0.03,0.00,1.48
8.724,0.00,0.01,1.47
8.727,-0.00,0.01,1.48
8.731,0.01,0.01,1.49
8.733,-0.00,0.03,1.48
8.736,0.01,0.02,1.48
8.756,-0.01,0.02,1.48
8.757,0.00,0.01,1.48
8.757,0.03,0.00,1.49
8.758,0.00,0.01,1.48
8.759,-0.01,0.02,1.49
8.762,0.02,0.01,1.49
8.789,-0.01,0.01,1.50
8.790,0.01,0.02,1.50
8.790,0.00,0.01,1.50
8.791,0.00,0.03,1.51
8.792,0.01,0.00,1.50
8.792,-0.01,0.01,1.50
8.793,0.00,0.02,1.51
8.799,-0.01,0.01,1.50
8.810,0.01,0.03,1.50
8.811,0.01,0.00,1.53
8.814,0.01,0.01,1.51
8.817,0.01,0.00,1.51
8.819,-0.00,0.01,1.52
8.864,0.03,0.01,1.51
8.867,0.01,0.01,1.52
8.868,0.02,0.00,1.54
8.869,0.01,-0.00,1.51
8.873,0.03,0.01,1.52
8.873,0.01,0.01,1.52
8.874,0.04,0.01,1.54
8.875,0.01,0.01,1.53
8.876,0.02,0.00,1.54
8.877,0.02,0.00,1.52
8.878,0.01,-0.01,1.54
8.879,-0.01,0.01,1.54
8.881,0.00,0.01,1.54
8.882,0.00,0.02,1.54
8.903,0.03,0.00,1.56
8.904,0.03,0.01,1.54
8.905,0.02,-0.01,1.53
8.905,0.02,0.01,1.55
8.906,-0.01,0.00,1.55
8.907,0.01,0.01,1.56
8.911,0.00,0.01,1.54
8.917,0.00,0.00,1.55
8.932,0.02,0.01,1.55
8.933,0.03,0.01,1.55
8.934,0.03,0.01,1.57
8.934,0.01,0.02,1.56
8.984,0.01,0.00,1.56
8.986,-0.02,0.01,1.56
8.987,0.01,0.01,1.56
8.988,0.04,0.00,1.58
8.989,-0.01,0.02,1.58
8.989,0.02,0.01,1.57
8.990,0.00,0.01,1.57
8.991,0.01,0.02,1.57
8.991,0.02,0.02,1.57
8.992,-0.01,0.02,1.58
8.992,0.02,0.02,1.57
8.993,0.00,0.01,1.57
8.995,0.02,0.02,1.59
8.996,0.01,0.03,1.57
9.001,0.03,0.01,1.58
9.024,0.02,0.03,1.58
9.025,0.01,0.02,1.58
9.026,0.02,0.02,1.60
9.027,0.04,0.03,1.59
9.028,0.00,0.01,1.59
9.028,0.01,0.01,1.60
9.031,0.01,0.00,1.60
9.046,-0.00,0.00,1.60
9.047,0.04,0.03,1.60
9.048,0.01,0.01,1.60
9.097,0.01,0.01,1.60
9.100,0.03,0.01,1.61
9.101,0.03,0.00,1.61
9.101,-0.01,0.01,1.60
9.103,0.03,0.01,1.61
9.103,0.02,0.03,1.61
9.104,0.01,0.02,1.60
9.105,0.04,0.03,1.61
9.106,0.03,0.03,1.61
9.107,0.01,0.02,1.63
9.107,0.00,0.01,1.60
9.108,0.01,0.01,1.63
9.109,-0.01,0.03,1.63
9.110,-0.00,-0.00,1.62
9.110,0.01,0.02,1.63
9.159,0.01,0.01,1.63
9.161,0.02,0.01,1.63
9.161,0.02,0.00,1.63
9.162,-0.00,0.01,1.63
9.163,0.00,0.02,1.63
9.163,0.02,0.02,1.64
9.165,0.00,0.03,1.63
9.166,0.01,-0.01,1.64
9.166,0.04,0.01,1.64
9.167,0.01,0.01,1.65
9.171,-0.00,0.00,1.65
9.172,0.01,0.03,1.63
9.173,0.02,-0.00,1.64
9.173,0.02,0.01,1.65
9.198,0.01,0.02,1.64
9.202,-0.01,0.03,1.66
9.203,0.01,0.01,1.65
9.204,0.02,0.03,1.66
9.204,0.02,0.02,1.67
9.205,0.01,-0.00,1.65
9.206,0.04,0.00,1.65
9.235,0.02,0.01,1.67
9.236,0.01,0.01,1.67
9.237,0.02,-0.00,1.67
9.238,0.03,0.01,1.67
9.239,-0.00,0.00,1.68
9.240,0.02,0.02,1.68
9.240,0.01,-0.00,1.68
9.241,0.01,0.01,1.68
9.273,-0.00,0.02,1.68
9.275,0.03,0.02,1.66
9.276,0.03,0.00,1.68
9.277,0.01,0.03,1.67
9.277,0.04,0.02,1.68
9.279,0.02,0.03,1.68
9.279,-0.01,0.02,1.69
9.280,0.04,0.03,1.68
9.280,0.02,0.01,1.67
9.286,0.02,-0.00,1.67
9.314,0.01,0.01,1.69
9.315,0.01,0.02,1.68
9.316,0.00,0.00,1.67
9.317,0.04,0.01,1.68
9.318,0.03,0.02,1.67
9.318,0.02,0.01,1.69
9.319,0.02,0.00,1.67
9.320,0.00,-0.00,1.68
9.331,0.02,0.03,1.68
9.332,0.02,0.03,1.68
9.333,-0.00,0.01,1.67
9.339,0.02,0.01,1.68
9.381,-0.01,0.00,1.67
9.383,0.02,0.02,1.68
9.384,0.02,0.00,1.68
9.384,0.04,0.00,1.67
9.386,-0.00,-0.00,1.67
9.387,0.01,0.01,1.68
9.389,-0.03,0.02,1.67
9.390,0.03,0.02,1.67
9.391,0.01,0.01,1.68
9.392,0.04,0.01,1.68
9.392,0.03,-0.00,1.68
9.393,-0.01,0.00,1.68
9.394,0.00,0.02,1.68
9.415,0.02,0.00,1.69
9.417,0.03,-0.00,1.67
9.418,0.01,0.01,1.67
9.418,-0.01,0.00,1.67
9.419,-0.00,0.02,1.67
9.421,0.02,0.03,1.67
9.431,0.03,0.00,1.67
9.432,0.01,0.03,1.67
9.438,0.01,0.01,1.68
9.474,0.02,0.03,1.67
9.475,-0.01,0.00,1.66
9.476,0.02,0.01,1.68
9.476,0.04,0.01,1.68
9.477,0.01,0.00,1.66
9.478,-0.02,0.01,1.67
9.479,0.02,0.02,1.68
9.479,0.01,0.01,1.68
9.481,0.01,0.00,1.66
9.484,0.01,0.03,1.68
9.484,0.02,0.03,1.67
9.488,0.01,0.02,1.66
9.516,-0.01,0.04,1.66
9.517,0.03,0.01,1.67
9.518,0.02,0.02,1.66
9.518,0.01,0.00,1.68
9.519,0.01,0.02,1.68
9.520,-0.00,0.00,1.68
9.521,0.04,0.02,1.68
9.532,0.04,0.03,1.69
9.533,0.03,0.01,1.66
9.533,-0.01,0.01,1.67
9.535,-0.01,0.01,1.67
9.572,0.00,0.02,1.67
9.574,0.01,0.02,1.68
9.575,0.01,0.01,1.67
9.575,0.01,0.02,1.69
9.576,0.02,0.01,1.67
9.577,0.01,0.03,1.67
9.577,0.03,0.01,1.66
9.578,0.02,0.03,1.68
9.581,0.02,0.01,1.68
9.582,0.01,0.00,1.66
9.591,0.03,0.03,1.68
9.593,-0.02,0.03,1.66
9.595,-0.01,0.03,1.67
9.604,-0.01,0.03,1.67
9.605,-0.00,0.01,1.68
9.606,-0.01,0.03,1.67
9.616,0.03,0.01,1.67
9.618,0.03,0.02,1.68
9.619,0.01,0.01,1.67
9.670,0.02,-0.01,1.67
9.671,0.00,0.00,1.66
9.672,-0.01,0.00,1.67
9.673,0.02,0.00,1.67
9.674,0.03,0.02,1.67
9.675,0.03,0.01,1.68
9.676,-0.01,0.01,1.65
9.677,0.00,-0.00,1.66
9.678,0.01,0.01,1.68
9.679,0.03,0.01,1.67
9.680,0.02,0.01,1.67
9.681,0.02,0.01,1.68
9.682,0.01,0.00,1.66
9.683,0.04,-0.01,1.68
9.705,0.02,0.01,1.67
9.707,0.05,0.00,1.66
9.708,0.04,0.02,1.67
9.708,0.01,0.01,1.66
9.709,-0.01,0.01,1.66
9.710,0.04,0.01,1.67
9.720,-0.00,0.02,1.67
9.722,0.03,0.01,1.66
9.723,0.01,0.03,1.67
9.726,0.01,-0.00,1.66
9.777,-0.01,0.02,1.64
9.778,-0.00,0.02,1.65
9.779,0.01,-0.01,1.67
9.780,0.01,0.03,1.66
9.780,0.01,0.00,1.66
9.783,-0.04,0.00,1.65
9.783,0.03,0.02,1.66
9.784,0.03,0.04,1.66
9.785,0.04,0.03,1.65
9.787,0.04,0.04,1.65
9.788,0.06,0.04,1.64
9.788,0.04,0.02,1.65
9.789,0.03,0.01,1.64
9.790,0.02,0.00,1.63
9.791,0.03,0.01,1.64
9.813,0.01,0.01,1.62
9.816,0.03,0.01,1.61
9.816,0.00,0.01,1.63
9.818,-0.02,0.00,1.62
9.818,0.01,0.01,1.61
9.819,0.00,0.00,1.59
9.822,-0.01,0.02,1.61
9.834,0.03,0.00,1.61
9.835,0.06,0.01,1.60
9.836,0.08,0.03,1.59
9.840,0.01,0.04,1.58
9.878,0.05,0.05,1.58
9.879,0.06,0.04,1.57
9.880,0.00,0.03,1.56
9.882,0.05,0.03,1.56
9.884,-0.00,0.02,1.56
9.885,-0.03,0.03,1.54
9.886,-0.01,0.02,1.54
9.890,0.01,0.01,1.54
9.892,-0.03,0.01,1.54
9.893,0.01,-0.03,1.51
9.894,-0.00,-0.02,1.53
9.894,-0.00,-0.03,1.53
9.911,0.01,-0.01,1.50
9.911,0.02,-0.02,1.51
9.912,-0.01,-0.01,1.50
9.912,0.03,0.01,1.50
9.916,0.02,0.02,1.48
9.920,0.02,0.01,1.47
9.925,0.01,0.02,1.47
9.937,-0.00,0.04,1.47
9.938,0.03,0.02,1.47
9.939,0.03,0.02,1.45
9.984,0.04,0.01,1.45
9.985,0.03,-0.00,1.46
9.986,0.02,0.02,1.46
9.987,0.04,-0.01,1.44
9.988,0.04,0.01,1.43
9.990,0.01,-0.00,1.43
9.992,0.01,0.00,1.42
9.993,-0.00,-0.00,1.41
9.995,0.03,-0.02,1.41
9.996,-0.00,0.01,1.42
9.996,0.03,0.02,1.39
9.997,0.03,0.02,1.40
9.998,0.00,0.02,1.39
10.000,0.01,0.01,1.39
10.016,0.02,0.02,1.38
10.022,0.01,0.02,1.37
10.024,0.02,0.00,1.38
10.026,-0.00,0.00,1.37
10.028,0.02,0.01,1.35
10.028,-0.02,-0.01,1.35
10.045,0.04,0.02,1.36
10.048,0.01,0.01,1.35
10.049,0.01,0.00,1.35
10.051,0.04,0.01,1.34
10.053,0.04,0.02,1.34
10.054,0.02,0.02,1.32
10.057,0.01,0.03,1.33
10.110,0.04,0.00,1.33
10.112,0.04,0.03,1.30
10.114,0.05,0.02,1.32
10.115,0.04,0.03,1.30
10.116,0.03,0.01,1.30
10.118,0.05,0.02,1.28
10.119,0.03,0.00,1.28
10.121,0.04,0.03,1.29
10.121,0.03,0.01,1.27
10.122,0.03,0.02,1.27
10.123,-0.01,0.00,1.26
10.124,0.03,0.01,1.25
10.125,0.01,0.02,1.25
10.126,-0.02,0.03,1.25
10.126,0.01,0.01,1.26
10.128,-0.01,0.00,1.24
10.149,-0.01,-0.01,1.23
10.150,-0.01,0.01,1.22
10.151,-0.02,0.01,1.23
10.152,-0.02,-0.00,1.21
10.152,-0.01,0.00,1.22
10.154,-0.01,-0.01,1.20
10.159,0.01,0.01,1.19
10.174,-0.01,0.00,1.21
10.188,-0.01,-0.01,1.18
10.192,-0.01,0.01,1.18
10.195,-0.00,-0.00,1.17
10.196,0.02,0.01,1.17
10.198,0.01,0.00,1.17
10.199,-0.01,0.01,1.16
10.200,-0.01,0.02,1.16
10.201,0.02,0.01,1.14
10.229,-0.00,0.01,1.14
10.232,-0.02,-0.00,1.14
10.233,0.02,-0.00,1.15
10.234,0.02,0.00,1.14
10.235,0.02,-0.01,1.14
10.236,0.03,0.00,1.14
10.236,-0.03,0.00,1.12
10.238,0.01,-0.01,1.10
10.239,-0.01,0.01,1.10
10.242,0.00,0.04,1.10
10.253,0.04,0.00,1.09
10.254,-0.02,-0.00,1.08
10.259,0.01,0.03,1.10
10.261,0.00,0.03,1.08
10.285,-0.00,0.00,1.06
10.287,0.01,0.01,1.06
10.289,0.01,0.02,1.07
10.289,0.01,0.01,1.08
10.291,0.02,0.02,1.08
10.292,-0.01,-0.00,1.03
10.293,0.02,0.01,1.05
10.314,0.00,0.02,1.05
10.315,0.00,0.02,1.03
10.316,0.00,-0.00,1.04
10.317,0.00,0.00,1.03
10.318,0.00,0.02,1.01
10.319,0.03,0.01,1.03
10.322,-0.00,0.02,1.01
10.327,0.02,0.00,1.01
10.343,0.02,0.01,1.01
10.346,0.01,0.01,0.99
10.347,0.03,0.01,0.99
10.347,0.01,0.01,0.99
10.371,0.01,0.03,0.97
10.373,0.01,-0.00,0.98
10.375,0.01,0.01,0.98
10.377,-0.00,0.02,0.96
10.379,0.01,0.01,0.95
10.380,-0.01,0.01,0.95
10.381,0.02,0.01,0.96
10.382,0.00,-0.01,0.94
10.410,-0.01,0.01,0.95
10.411,0.02,0.02,0.93
10.412,-0.00,0.01,0.92
10.412,-0.02,0.01,0.92
10.413,-0.01,0.02,0.91
10.413,-0.01,0.00,0.92
10.414,0.00,0.02,0.91
10.415,-0.01,0.01,0.91
10.424,-0.01,0.03,0.90
10.425,-0.00,0.02,0.89
10.429,-0.01,0.04,0.88
10.468,-0.01,0.01,0.89
10.471,-0.01,0.02,0.89
10.471,-0.01,0.01,0.88
10.472,-0.01,0.00,0.87
10.473,-0.01,0.01,0.87
10.474,-0.02,0.03,0.86
10.475,0.01,0.02,0.86
10.476,-0.02,0.01,0.87
10.476,-0.01,0.02,0.86
10.478,0.00,0.01,0.85
10.480,-0.01,0.04,0.85
10.481,-0.05,0.13,0.81
10.521,-0.05,0.23,0.80
10.521,-0.05,0.29,0.78
10.522,-0.06,0.28,0.75
10.523,-0.01,0.21,0.73
10.523,0.07,0.07,0.71
10.524,0.08,-0.04,0.69
10.524,0.10,-0.14,0.68
10.525,0.08,-0.24,0.69
10.528,0.09,-0.30,0.69
10.528,0.09,-0.29,0.70
10.530,0.05,-0.30,0.67
10.540,0.00,-0.28,0.67
10.541,-0.07,-0.24,0.68
10.543,-0.06,-0.16,0.66
10.579,-0.09,-0.10,0.64
10.583,-0.08,-0.00,0.64
10.584,-0.04,0.10,0.64
10.584,-0.00,0.17,0.63
10.585,0.00,0.23,0.62
10.587,0.02,0.24,0.61
10.588,0.05,0.25,0.61
10.589,0.10,0.22,0.61
10.589,0.07,0.19,0.60
10.590,0.09,0.13,0.62
10.592,0.05,0.09,0.60
10.611,0.06,0.03,0.61
10.612,0.04,-0.05,0.60
10.613,0.00,-0.09,0.60
10.617,-0.03,-0.13,0.58
10.618,-0.04,-0.18,0.59
10.619,-0.06,-0.20,0.58
10.632,-0.05,-0.22,0.58
10.633,-0.07,-0.21,0.58
10.634,-0.06,-0.19,0.56
10.636,-0.04,-0.15,0.58
10.641,-0.03,-0.08,0.58
10.644,0.00,-0.02,0.55
10.673,0.03,0.05,0.55
10.674,0.03,0.11,0.53
10.675,0.06,0.16,0.52
10.676,0.04,0.19,0.52
10.677,0.02,0.22,0.52
10.682,0.03,0.20,0.53
10.685,0.03,0.20,0.52
10.686,-0.02,0.18,0.50
10.686,-0.02,0.12,0.51
10.706,-0.04,0.09,0.50
10.707,-0.02,0.02,0.50
10.708,-0.01,-0.03,0.49
10.709,-0.02,-0.10,0.50
10.710,-0.01,-0.11,0.48
10.711,-0.01,-0.16,0.48
10.725,-0.01,-0.15,0.47
10.726,0.01,-0.17,0.47
10.727,-0.01,-0.15,0.46
10.729,0.01,-0.13,0.46
10.763,0.03,-0.08,0.46
10.765,0.02,-0.03,0.46
10.766,0.03,0.01,0.45
10.767,0.01,0.06,0.44
10.768,0.01,0.11,0.42
10.769,0.04,0.13,0.43
10.770,-0.01,0.13,0.42
10.772,-0.01,0.13,0.41
10.773,0.00,0.13,0.40
10.774,-0.02,0.13,0.41
10.795,0.02,0.09,0.41
10.798,0.00,0.05,0.40
10.799,0.01,0.01,0.40
10.800,-0.01,-0.03,0.40
10.801,0.02,-0.03,0.38
10.802,0.03,-0.06,0.38
10.817,0.02,-0.08,0.38
10.818,0.03,-0.09,0.36
10.819,0.02,-0.11,0.37
10.819,-0.00,-0.10,0.37
10.821,-0.01,-0.08,0.35
10.826,-0.01,-0.07,0.35
10.831,0.00,-0.03,0.35
10.848,-0.01,-0.01,0.35
10.849,0.01,0.00,0.34
10.850,-0.03,0.03,0.34
10.850,0.02,0.05,0.33
10.860,0.02,0.07,0.32
10.861,-0.01,0.06,0.32
10.862,0.00,0.07,0.32
10.866,0.01,0.06,0.31
10.903,0.02,0.05,0.30
10.906,0.01,0.03,0.31
10.907,-0.01,0.02,0.29
10.907,0.02,-0.00,0.29
10.908,0.00,-0.00,0.28
10.909,0.01,-0.04,0.29
10.909,-0.01,-0.04,0.27
10.910,-0.02,-0.07,0.27
10.910,-0.01,-0.08,0.28
10.911,0.01,-0.08,0.26
10.915,0.00,-0.06,0.29
10.925,-0.01,-0.06,0.25
10.926,0.00,-0.04,0.26
10.928,0.00,-0.03,0.24
